"product_name","total_sales","total_profit","profit_prcnt"
"Avery 51",96,43,44.79166666666666666700
"Xerox 210",96,35,36.45833333333333333300
"Xerox 219",96,47,48.95833333333333333300
"Dax Clear Box Frame",95,15,15.78947368421052631600
"Newell 35",95,24,25.26315789473684210500
"Newell 31",95,23,24.21052631578947368400
"Adams Phone Message Book Professional 400 Message Capacity 5 3/6” x 11”",95,44,46.31578947368421052600
"Xerox 1923",95,40,42.10526315789473684200
"Acme Elite Stainless Steel Scissors",95,22,23.15789473684210526300
"Storex DuraTech Recycled Plastic Frosted Binders",94,11,11.70212765957446808500
"Redi-Strip #10 Envelopes 4 1/8 x 9 1/2",94,39,41.48936170212765957400
"Xerox 224",94,39,41.48936170212765957400
"DIXON Ticonderoga Erasable Checking Pencils",94,25,26.59574468085106383000
"Eldon Expressions Mahogany Wood Desk Collection",94,23,24.46808510638297872300
"Tensor Hersey Kiss Styled Floor Lamp",94,3,3.19148936170212766000
"Acrylic Self-Standing Desk Frames",94,32,34.04255319148936170200
"Avery 513",94,35,37.23404255319148936200
"Xerox 1987",93,46,49.46236559139784946200
"Xerox 196",93,40,43.01075268817204301100
"Snap-A-Way Black Print Carbonless Speed Message No Reply Area Duplicate",93,31,33.33333333333333333300
"Avery 481",92,43,46.73913043478260869600
"Acco Translucent Poly Ring Binders",92,18,19.56521739130434782600
"Avery Binding System Hidden Tab Executive Style Index Sets",92,18,19.56521739130434782600
"Presstex Flexible Ring Binders",92,23,25.00000000000000000000
"Prang Colored Pencils",91,40,43.95604395604395604400
"Avery Durable Slant Ring Binders With Label Holder",91,12,13.18681318681318681300
"Avery 48",91,40,43.95604395604395604400
"Fluorescent Highlighters by Dixon",91,22,24.17582417582417582400
"OIC Bulk Pack Metal Binder Clips",91,36,39.56043956043956044000
"Avery Durable Slant Ring Binders No Labels",90,11,12.22222222222222222200
"Acco Pressboard Covers with Storage Hooks 9 1/2 x 11 Executive Red",90,34,37.77777777777777777800
"Avery 480",90,43,47.77777777777777777800
"Xerox 1956",90,41,45.55555555555555555600
"Acme Preferred Stainless Steel Scissors",90,26,28.88888888888888888900
"Xerox 1920",90,40,44.44444444444444444400
"Xerox 1967",90,38,42.22222222222222222200
"Acme Design Stainless Steel Bent Scissors",89,24,26.96629213483146067400
"RSVP Cards & Envelopes Blank White 8-1/2 X 11 24 Cards/25 Envelopes/Set",89,38,42.69662921348314606700
"Avery 478",89,43,48.31460674157303370800
"Bravo II Megaboss 12-Amp Hard Body Upright Replacement Belts 2 Belts per Pack",88,21,23.86363636363636363600
"Cardinal Holdit Business Card Pockets",88,21,23.86363636363636363600
"Avery 508",88,39,44.31818181818181818200
"TOPS Money Receipt Book Consecutively Numbered in Red",88,39,44.31818181818181818200
"Binney & Smith Crayola Metallic Colored Pencils 8-Color Set",88,27,30.68181818181818181800
"AmazonBasics 3-Button USB Wired Mouse",88,32,36.36363636363636363600
"Avery Durable Binders",88,13,14.77272727272727272700
"Advantus Map Pennant Flags and Round Head Tacks",88,21,23.86363636363636363600
"Manco Dry-Lighter Erasable Highlighter",87,27,31.03448275862068965500
"Newell 333",87,18,20.68965517241379310300
"Prestige Round Ring Binders",87,18,20.68965517241379310300
"C-Line Peel & Stick Add-On Filing Pockets 8-3/4 x 5-1/8 10/Pack",87,15,17.24137931034482758600
"Advantus Panel Wall Acrylic Frame",87,24,27.58620689655172413800
"HP Office Paper (20Lb. and 87 Bright)",87,38,43.67816091954022988500
"Xerox 1992",86,41,47.67441860465116279100
"Xerox 229",86,35,40.69767441860465116300
"Boston 16701 Slimline Battery Pencil Sharpener",86,19,22.09302325581395348800
"Magna Visual Magnetic Picture Hangers",86,29,33.72093023255813953500
"Westinghouse Mesh Shade Clip-On Gooseneck Lamp Black",85,22,25.88235294117647058800
"Xerox 1932",85,29,34.11764705882352941200
"Avery 487",85,35,41.17647058823529411800
"Xerox 1954",85,33,38.82352941176470588200
"BIC Brite Liner Highlighters",85,31,36.47058823529411764700
"Acco Recycled 2 Capacity Laser Printer Hanging Data Binders",85,9,10.58823529411764705900
"Xerox 1986",85,40,47.05882352941176470600
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc 1/Pack",84,11,13.09523809523809523800
"Belkin iPhone and iPad Lightning Cable",84,6,7.14285714285714285700
"Xerox 2000",84,36,42.85714285714285714300
"Avery 512",84,35,41.66666666666666666700
"Southworth Parchment Paper & Envelopes",84,31,36.90476190476190476200
"Avery 483",84,33,39.28571428571428571400
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener Black",84,17,20.23809523809523809500
"Xerox 200",84,33,39.28571428571428571400
"3M Organizer Strips",83,10,12.04819277108433734900
"Master Giant Foot Doorstop Safety Yellow",83,32,38.55421686746987951800
"Newell Chalk Holder",83,37,44.57831325301204819300
"Xerox 1902",83,33,39.75903614457831325300
"Premium Writing Pencils Soft #2 by Central Association for the Blind",82,20,24.39024390243902439000
"Acme Stainless Steel Office Snips",82,13,15.85365853658536585400
"OIC Stacking Trays",82,26,31.70731707317073170700
"Newell 351",82,23,28.04878048780487804900
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright Disposable Bags",82,14,17.07317073170731707300
"Things To Do Today Spiral Book",82,30,36.58536585365853658500
"Quartet Omega Colored Chalk 12/Pack",82,33,40.24390243902439024400
"Adams Telephone Message Books 5 1/4” x 11”",81,33,40.74074074074074074100
"Verbatim Slim CD and DVD Storage Cases 50/Pack",81,15,18.51851851851851851900
"Tuff Stuff Recycled Round Ring Binders",81,24,29.62962962962962963000
"Zipper Ring Binder Pockets",81,12,14.81481481481481481500
"Newell 320",81,10,12.34567901234567901200
"Xerox 221",80,33,41.25000000000000000000
"Newell 317",80,14,17.50000000000000000000
"G.E. Longer-Life Indoor Recessed Floodlight Bulbs",80,25,31.25000000000000000000
"Avery 474",80,35,43.75000000000000000000
"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3",80,29,36.25000000000000000000
"Avery Poly Binder Pockets",79,13,16.45569620253164557000
"Eldon File Chest Portable File",79,6,7.59493670886075949400
"Xerox 1946",79,35,44.30379746835443038000
"Xerox 231",79,31,39.24050632911392405100
"Xerox 1966",78,32,41.02564102564102564100
"Bulldog Table or Wall-Mount Pencil Sharpener",78,23,29.48717948717948717900
"Xerox 193",78,39,50.00000000000000000000
"Fashion Color Clasp Envelopes",78,37,47.43589743589743589700
"Xerox 1994",77,31,40.25974025974025974000
"Xerox 1963",76,28,36.84210526315789473700
"Geographics Note Cards Blank White 8 1/2 x 11",76,30,39.47368421052631578900
"Xerox 198",76,33,43.42105263157894736800
"Eldon 200 Class Desk Accessories Black",76,28,36.84210526315789473700
"SmartStand Mobile Device Holder Assorted Colors",76,10,13.15789473684210526300
"Newell 331",76,15,19.73684210526315789500
"Memo Book 100 Message Capacity 5 3/8” x 11”",76,37,48.68421052631578947400
"Rogers Handheld Barrel Pencil Sharpener",76,16,21.05263157894736842100
"Acme Value Line Scissors",76,19,25.00000000000000000000
"Newell 328",76,20,26.31578947368421052600
"Fiskars Spring-Action Scissors",75,14,18.66666666666666666700
"Dixon Ticonderoga Erasable Colored Pencil Set 12-Color",75,20,26.66666666666666666700
"Tops Wirebound Message Log Books",75,30,40.00000000000000000000
"KeyTronic KT800P2 - Keyboard - Black",75,1,1.33333333333333333300
"Sanford Colorific Colored Pencils 12/Box",74,21,28.37837837837837837800
"Xerox 22",74,31,41.89189189189189189200
"Southworth Structures Collection",73,36,49.31506849315068493200
"Adams While You Were Out Message Pads",73,31,42.46575342465753424700
"Stacking Trays by OIC",73,9,12.32876712328767123300
"Universal Recycled Hanging Pressboard Report Binders Letter Size",73,8,10.95890410958904109600
"Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set",72,32,44.44444444444444444400
"#6 3/4 Gummed Flap White Envelopes",72,26,36.11111111111111111100
"Wirebound Message Books 5-1/2 x 4 Forms 2 or 4 Forms per Page",72,32,44.44444444444444444400
"Ibico Presentation Index for Binding Systems",72,14,19.44444444444444444400
"Vtech AT&T CL2940 Corded Speakerphone Black",72,24,33.33333333333333333300
"Xerox 1981",71,31,43.66197183098591549300
"Xerox 1975",71,30,42.25352112676056338000
"Recycled Pressboard Report Cover with Reinforced Top Hinge",70,15,21.42857142857142857100
"Woodgrain Magazine Files by Perma",70,2,2.85714285714285714300
"TOPS Important Message Pads Canary 4-1/4 x 5-1/2 50 Sheets per Pad",70,31,44.28571428571428571400
"Stockwell Push Pins",69,22,31.88405797101449275400
"Avoid Verbal Orders Carbonless Minifold Book",69,31,44.92753623188405797100
"Xerox 1899",69,29,42.02898550724637681200
"Newell 332",68,15,22.05882352941176470600
"Xerox 1897",68,28,41.17647058823529411800
"Barrel Sharpener",68,18,26.47058823529411764700
"Acco PRESSTEX Data Binder with Storage Hooks Light Blue 9 1/2 X 11",68,19,27.94117647058823529400
"Avery 52",68,31,45.58823529411764705900
"Avery Non-Stick Heavy Duty View Round Locking Ring Binders",68,31,45.58823529411764705900
"Newell 336",68,14,20.58823529411764705900
"Acco Hot Clips Clips to Go",68,24,35.29411764705882352900
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure 10 x 13",68,23,33.82352941176470588200
"Avery 501",67,23,34.32835820895522388100
"Avery 49",67,31,46.26865671641791044800
"Acco Clips to Go Binder Clips 24 Clips in Two Sizes",67,31,46.26865671641791044800
"Poly String Tie Envelopes",67,32,47.76119402985074626900
"Avery 506",67,27,40.29850746268656716400
"Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock",67,18,26.86567164179104477600
"Avery Fluorescent Highlighter Four-Color Set",66,9,13.63636363636363636400
"Newell 343",66,13,19.69696969696969697000
"Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple",66,4,6.06060606060606060600
"Newell 348",66,11,16.66666666666666666700
"Wilson Jones data.warehouse D-Ring Binders with DublLock",66,15,22.72727272727272727300
"Xerox 1927",66,22,33.33333333333333333300
"Stackable Trays",65,18,27.69230769230769230800
"Newell 321",65,15,23.07692307692307692300
"ACCOHIDE Binder by Acco",65,20,30.76923076923076923100
"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",65,13,20.00000000000000000000
"Pastel Pink Envelopes",65,30,46.15384615384615384600
"Ultra Commercial Grade Dual Valve Door Closer",64,10,15.62500000000000000000
"Advantus T-Pin Paper Clips",64,21,32.81250000000000000000
"Peel & Seel Envelopes",63,26,41.26984126984126984100
"Newell 350",63,17,26.98412698412698412700
"Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book",63,22,34.92063492063492063500
"G.E. Halogen Desk Lamp Bulbs",63,23,36.50793650793650793700
"Post-it “Important Message” Note Pad Neon Colors 50 Sheets/Pad",63,28,44.44444444444444444400
"Avery 515",63,30,47.61904761904761904800
"Wilson Jones Four-Pocket Poly Binders",62,6,9.67741935483870967700
"Newell 318",62,14,22.58064516129032258100
"Hoover Portapower Portable Vacuum",62,2,3.22580645161290322600
"Park Ridge Embossed Executive Business Envelopes",62,29,46.77419354838709677400
"Newell 311",62,13,20.96774193548387096800
"Anker 24W Portable Micro USB Car Charger",61,14,22.95081967213114754100
"Xerox 1924",61,25,40.98360655737704918000
"Master Caster Door Stop Large Brown",60,15,25.00000000000000000000
"Spiral Phone Message Books with Labels by Adams",60,25,41.66666666666666666700
"NETGEAR RangeMax WNR1000 Wireless Router",60,12,20.00000000000000000000
"Xerox 206",60,24,40.00000000000000000000
"Boston 1827 Commercial Additional Cutter Drive Gear & Gear Rack for 1606",60,18,30.00000000000000000000
"Crayola Anti Dust Chalk 12/Pack",60,25,41.66666666666666666700
"Newell 330",60,12,20.00000000000000000000
"Avery 500",59,28,47.45762711864406779700
"Convenience Packs of Business Envelopes",59,24,40.67796610169491525400
"Acco Pressboard Covers with Storage Hooks 14 7/8 x 11 Dark Blue",59,13,22.03389830508474576300
"Ideal Clamps",59,25,42.37288135593220339000
"Xerox 1974",58,27,46.55172413793103448300
"Avery 511",57,24,42.10526315789473684200
"Xerox 223",57,28,49.12280701754385964900
"Xerox 199",57,20,35.08771929824561403500
"SKILCRAFT Telephone Shoulder Rest 2 x 6.5 x 2.5 Black",57,13,22.80701754385964912300
"Avery 493",57,24,42.10526315789473684200
"Binder Posts",56,7,12.50000000000000000000
"Executive Impressions 13-1/2 Indoor/Outdoor Wall Clock",56,21,37.50000000000000000000
"Xerox 1921",56,17,30.35714285714285714300
"Xerox 1965",56,26,46.42857142857142857100
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs 2/Pk",56,3,5.35714285714285714300
"Avery 494",56,25,44.64285714285714285700
"Staple-on labels",55,21,38.18181818181818181800
"Array Memo Cubes",55,26,47.27272727272727272700
"Important Message Pads 50 4-1/4 x 5-1/2 Forms per Pad",55,22,40.00000000000000000000
"Advantus Push Pins",55,21,38.18181818181818181800
"Xerox 208",55,24,43.63636363636363636400
"Imation Swivel Flash Drive USB flash drive - 8 GB",54,18,33.33333333333333333300
"Avery 492",54,23,42.59259259259259259300
"Ampad #10 Peel & Seel Holiday Envelopes",54,26,48.14814814814814814800
"EcoTones Memo Sheets",53,22,41.50943396226415094300
"Eldon Imàge Series Desk Accessories Clear",53,6,11.32075471698113207500
"Commercial WindTunnel Clean Air Upright Vacuum Replacement Belts Filtration Bags",52,2,3.84615384615384615400
"Telephone Message Books with Fax/Mobile Section 4 1/4 x 6",52,22,42.30769230769230769200
"Colorific Watercolor Pencils",51,10,19.60784313725490196100
"Avery 488",51,25,49.01960784313725490200
"Avery 496",51,23,45.09803921568627451000
"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",51,4,7.84313725490196078400
"Colored Envelopes",51,19,37.25490196078431372500
"Message Book Standard Line While You Were Out 5 1/2 X 4 200 Sets/Book",51,24,47.05882352941176470600
"Eldon Spacemaker Box Quick-Snap Lid Clear",50,9,18.00000000000000000000
"Xerox 1896",50,22,44.00000000000000000000
"Wilson Jones Easy Flow II Sheet Lifters",50,8,16.00000000000000000000
"1/4 Fold Party Design Invitations & White Envelopes 24 8-1/2 X 11 Cards 25 Env./Pack",50,23,46.00000000000000000000
"While You Were Out Pads 50 per Pad 4 x 5 1/4 Green Cycle",50,18,36.00000000000000000000
"Xerox 1950",50,23,46.00000000000000000000
"Wausau Papers Astrobrights Colored Envelopes",50,23,46.00000000000000000000
"Xerox 218",49,22,44.89795918367346938800
"American Pencil",49,14,28.57142857142857142900
"Blackstonian Pencils",49,12,24.48979591836734693900
"TOPS Voice Message Log Book Flash Format",49,21,42.85714285714285714300
"Newell 32",49,12,24.48979591836734693900
"Sanford Colorific Scented Colored Pencils 12/Pack",48,15,31.25000000000000000000
"Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",48,22,45.83333333333333333300
"Newell 33",48,9,18.75000000000000000000
"Avery 514",47,23,48.93617021276595744700
"Eldon Image Series Black Desk Accessories",47,16,34.04255319148936170200
"Master Caster Door Stop Gray",47,14,29.78723404255319148900
"Avery 520",47,23,48.93617021276595744700
"Xerox 1953",47,19,40.42553191489361702100
"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day Replacement Filter",47,10,21.27659574468085106400
"Newell 316",47,8,17.02127659574468085100
"GE General Purpose Extra Long Life Showcase & Floodlight Incandescent Bulbs",46,14,30.43478260869565217400
"Advantus SlideClip Paper Clips",46,20,43.47826086956521739100
"Xerox 1972",46,19,41.30434782608695652200
"Xerox 1998",46,17,36.95652173913043478300
"Decoflex Hanging Personal Folder File",46,12,26.08695652173913043500
"Document Clip Frames",45,17,37.77777777777777777800
"Binney & Smith inkTank Desk Highlighter Chisel Tip Yellow 12/Box",45,14,31.11111111111111111100
"Acme Kleen Earth Office Shears",45,11,24.44444444444444444400
"Sanford Colorific Eraseable Coloring Pencils 12 Count",45,18,40.00000000000000000000
"Avery 491",45,18,40.00000000000000000000
"Black Avery Memo-Size 3-Ring Binder 5 1/2 x 8 1/2",45,15,33.33333333333333333300
"Xerox 215",45,21,46.66666666666666666700
"Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles 3-1/8 Cut",45,10,22.22222222222222222200
"Newell 344",45,7,15.55555555555555555600
"Disposable Triple-Filter Dust Bags",44,10,22.72727272727272727300
"Nontoxic Chalk",44,19,43.18181818181818181800
"Boston 16750 Black Compact Battery Pencil Sharpener",44,14,31.81818181818181818200
"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",44,18,40.90909090909090909100
"3-ring staple pack",44,18,40.90909090909090909100
"DIXON Oriole Pencils",44,8,18.18181818181818181800
"Avery 517",44,19,43.18181818181818181800
"Newell 349",43,10,23.25581395348837209300
"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",42,9,21.42857142857142857100
"#10 Gummed Flap White Envelopes 100/Box",42,17,40.47619047619047619000
"Cardinal Poly Pocket Divider Pockets for Ring Binders",41,13,31.70731707317073170700
"Acco Hanging Data Binders",41,7,17.07317073170731707300
"Acco Banker's Clasps 5 3/4-Long",41,17,41.46341463414634146300
"Newell 327",41,11,26.82926829268292682900
"Acco Expandable Hanging Binders",40,1,2.50000000000000000000
"Eldon Regeneration Recycled Desk Accessories Black",40,14,35.00000000000000000000
"Adams Write n' Stick Phone Message Book 11 X 5 1/4 200 Messages",40,16,40.00000000000000000000
"Xerox 207",40,16,40.00000000000000000000
"Prang Dustless Chalk Sticks",39,19,48.71794871794871794900
"Newell 310",39,7,17.94871794871794871800
"Southworth 25% Cotton Granite Paper & Envelopes",39,13,33.33333333333333333300
"Ampad Poly Cover Wirebound Steno Book 6 x 9 Assorted Colors Gregg Ruled",39,15,38.46153846153846153800
"Peel & Stick Add-On Corner Pockets",39,5,12.82051282051282051300
"Dixon Ticonderoga Pencils",38,8,21.05263157894736842100
"Avery Round Ring Poly Binders",38,12,31.57894736842105263200
"Faber Castell Col-Erase Pencils",38,14,36.84210526315789473700
"Turquoise Lead Holder with Pocket Clip",38,11,28.94736842105263157900
"Letter or Legal Size Expandable Poly String Tie Envelopes",37,16,43.24324324324324324300
"Xerox 1976",37,12,32.43243243243243243200
"Col-Erase Pencils with Erasers",37,7,18.91891891891891891900
"Eldon Pizzaz Desk Accessories",37,14,37.83783783783783783800
"Xerox 1990",37,14,37.83783783783783783800
"Durable Pressboard Binders",37,15,40.54054054054054054100
"Newell 326",37,7,18.91891891891891891900
"Eldon Jumbo ProFile Portable File Boxes Graphite/Black",37,4,10.81081081081081081100
"Wirebound Message Forms Four 2 3/4 x 5 Forms per Page Pink Paper",36,15,41.66666666666666666700
"Newell 335",36,11,30.55555555555555555600
"Binder Clips by OIC",36,15,41.66666666666666666700
"Contemporary Borderless Frame",36,4,11.11111111111111111100
"Regeneration Desk Collection",36,15,41.66666666666666666700
"Wilson Jones DublLock D-Ring Binders",36,16,44.44444444444444444400
"Avery 498",35,16,45.71428571428571428600
"Xerox 1926",35,16,45.71428571428571428600
"Economy #2 Pencils",35,9,25.71428571428571428600
"Acme Kleencut Forged Steel Scissors",35,7,20.00000000000000000000
"Xerox 1980",35,16,45.71428571428571428600
"Plastic Stacking Crates & Casters",35,3,8.57142857142857142900
"Assorted Color Push Pins",34,7,20.58823529411764705900
"Pressboard Data Binder Crimson 12 X 8 1/2",33,7,21.21212121212121212100
"Avery 509",33,14,42.42424242424242424200
"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)",33,15,45.45454545454545454500
"Wilson Jones Hanging Recycled Pressboard Data Binders",33,1,3.03030303030303030300
"Eldon Regeneration Recycled Desk Accessories Smoke",33,8,24.24242424242424242400
"Xerox 1958",32,15,46.87500000000000000000
"OIC #2 Pencils Medium Soft",32,8,25.00000000000000000000
"Newell 346",32,10,31.25000000000000000000
"Sanford Uni-Blazer View Highlighters Chisel Tip Yellow",31,14,45.16129032258064516100
"Hammermill Color Copier Paper (28Lb. and 96 Bright)",30,13,43.33333333333333333300
"Xerox 190",30,14,46.66666666666666666700
"Pencil and Crayon Sharpener",30,4,13.33333333333333333300
"Sanford EarthWrite Recycled Pencils Medium Soft #2",30,8,26.66666666666666666700
"Jiffy Padded Mailers with Self-Seal Closure",30,11,36.66666666666666666700
"Eldon 300 Class Desk Accessories Black",30,13,43.33333333333333333300
"Xerox 1983",30,15,50.00000000000000000000
"Round Ring Binders",29,1,3.44827586206896551700
"Newell 322",29,5,17.24137931034482758600
"Economy Binders",29,9,31.03448275862068965500
"Rediform Voice Mail Log Books",29,12,41.37931034482758620700
"Newell 313",28,4,14.28571428571428571400
"Self-Adhesive Address Labels for Typewriters with Dispenser Box",27,9,33.33333333333333333300
"Ampad Evidence Wirebond Steno Books 6 x 9",27,11,40.74074074074074074100
"Avery Binder Labels",26,10,38.46153846153846153800
"Binney & Smith inkTank Erasable Pocket Highlighter Chisel Tip Yellow",26,11,42.30769230769230769200
"Newell 340",26,8,30.76923076923076923100
"SanDisk Cruzer 4 GB USB Flash Drive",26,5,19.23076923076923076900
"Xerox 1985",26,9,34.61538461538461538500
"Avery Hi-Liter GlideStik Fluorescent Highlighter Yellow Ink",26,10,38.46153846153846153800
"Newell 339",26,6,23.07692307692307692300
"While you Were Out Message Book One Form per Page",25,10,40.00000000000000000000
"Translucent Push Pins by OIC",25,6,24.00000000000000000000
"Colored Push Pins",25,9,36.00000000000000000000
"Newell 329",24,5,20.83333333333333333300
"BIC Brite Liner Grip Highlighters",24,9,37.50000000000000000000
"Avery 497",24,11,45.83333333333333333300
"Newell 338",24,6,25.00000000000000000000
"Avery 507",24,9,37.50000000000000000000
"Dixon Ticonderoga Maple Cedar Pencil #2",23,4,17.39130434782608695700
"Avery 510",22,8,36.36363636363636363600
"Sanford Pocket Accent Highlighters",22,9,40.90909090909090909100
"Self-Adhesive Ring Binder Labels",22,3,13.63636363636363636400
"Avery Hi-Liter Fluorescent Desk Style Markers",20,7,35.00000000000000000000
"Acco Glide Clips",20,10,50.00000000000000000000
"Rediform S.O.S. Phone Message Books",20,10,50.00000000000000000000
"Newell 323",20,4,20.00000000000000000000
"Maxell 4.7GB DVD-R 5/Pack",20,6,30.00000000000000000000
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters on Rolls White 250/Roll",20,10,50.00000000000000000000
"Nu-Dell EZ-Mount Plastic Wall Frames",20,1,5.00000000000000000000
"Newell 307",19,4,21.05263157894736842100
"Stride Job 150 Highlighters Chisel Tip Assorted Colors",18,6,33.33333333333333333300
"Unpadded Memo Slips",18,8,44.44444444444444444400
"Avery 502",18,7,38.88888888888888888900
"12 Colored Short Pencils",18,3,16.66666666666666666700
"Binney & Smith inkTank Erasable Desk Highlighter Chisel Tip Yellow 12/Box",18,6,33.33333333333333333300
"Loose Memo Sheets",18,8,44.44444444444444444400
"Xerox 1901",17,5,29.41176470588235294100
"Wilson Jones Suede Grain Vinyl Binders",17,4,23.52941176470588235300
"Avery 479",17,7,41.17647058823529411800
"Universal Ultra Bright White Copier/Laser Paper 8 1/2 x 11 Ream",16,6,37.50000000000000000000
"Maxell CD-R Discs",16,4,25.00000000000000000000
"Binney & Smith Crayola Metallic Crayons 16-Color Pack",16,7,43.75000000000000000000
"Quartet Alpha White Chalk 12/Pack",16,6,37.50000000000000000000
"Wirebound Voice Message Log Book",15,5,33.33333333333333333300
"OIC Binder Clips Mini 1/4 Capacity Black",15,7,46.66666666666666666700
"Boston 1900 Electric Pencil Sharpener",15,4,26.66666666666666666700
"Color-Coded Legal Exhibit Labels",15,7,46.66666666666666666700
"SANFORD Liquid Accent Tank-Style Highlighters",15,5,33.33333333333333333300
"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive",14,4,28.57142857142857142900
"Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4",14,3,21.42857142857142857100
"Design Ebony Sketching Pencil",14,3,21.42857142857142857100
"OIC Thumb-Tacks",13,6,46.15384615384615384600
"Xerox 1984",13,6,46.15384615384615384600
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum Replacement Belts",13,1,7.69230769230769230800
"Avery 482",12,5,41.66666666666666666700
"Xerox 1922",12,4,33.33333333333333333300
"Xerox 1969",12,6,50.00000000000000000000
"Maxell 4.7GB DVD+R 5/Pack",11,5,45.45454545454545454500
"Newell 337",10,2,20.00000000000000000000
"Newell 342",10,3,30.00000000000000000000
"Avery 484",9,3,33.33333333333333333300
"Kleencut Forged Office Shears by Acme United Corporation",9,2,22.22222222222222222200
"Xerox 1989",8,3,37.50000000000000000000
"4009 Highlighters",8,3,37.50000000000000000000
"Stockwell Gold Paper Clips",8,4,50.00000000000000000000
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter Yellow Ink",8,4,50.00000000000000000000
"Avery Hi-Liter Pen Style Six-Color Fluorescent Set",8,3,37.50000000000000000000
"Newell 308",8,2,25.00000000000000000000
"Grip Seal Envelopes",7,2,28.57142857142857142900
"Avery 5",6,3,50.00000000000000000000
"Xerox 20",6,3,50.00000000000000000000
