"show_id","type","title","director","listed_in","description","country","date_added","rating"
"s7533","Movie","My Brother ... Nikhil","Onir","Dramas, Independent Movies, International Movies","After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend.","India","October 30, 2018","TV-PG"
"s7534","Movie","My Daddy is in Heaven","Waymon Boone","Dramas, Faith & Spirituality","After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself.","United States","June 12, 2018","TV-14"
"s7538","Movie","My Honor Was Loyalty","Alessandro Pepe","Dramas","Amid the chaos and horror of World War II, a committed German soldier fights a private battle with his own conscience.","Italy","March 1, 2017",NULL
"s7540","Movie","My Life as a Zucchini","Claude Barras","Comedies, Dramas, International Movies","A 9-year-old boy finds his life upended when he's sent to live in an orphanage in this stop-motion animated tale of loss, friendship and young love.","Switzerland, France","October 1, 2017","PG-13"
"s7544","Movie","My Only Mother","Wenn V. Deramas","Comedies, Dramas, International Movies","After the untimely demise of her first three husbands, a stoic single mom is left to raise twelve children on her own and provide for her big family.",NULL,"March 4, 2019","TV-14"
"s7547","Movie","My Sister's Keeper","Nick Cassavetes","Dramas","A former defense attorney finds herself back in court when she and her husband are sued for medical emancipation by their 11-year-old daughter.","United States","September 1, 2019","PG-13"
"s7549","Movie","My True Friend","Atsajun Sattakovit","Action & Adventure, Dramas, International Movies","A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.","Thailand","July 25, 2018","TV-MA"
"s7550","Movie","My Week with Marilyn","Simon Curtis","Dramas, Romantic Movies","While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity.","United Kingdom, United States","May 30, 2019","R"
"s7559","Movie","Namour","Heidi Saman","Dramas, Independent Movies","Aimless valet driver Steven Bassem can't find the motivation to get a better job, even when his fractious immigrant family starts falling apart.","United States","March 15, 2017","NR"
"s7566","Movie","Natsamrat - Asa Nat Hone Nahi","Mahesh Manjrekar","Dramas, International Movies","A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy.","India","June 1, 2018","TV-14"
"s7568","Movie","Natural Selection","Chad L. Scheifele","Dramas, Independent Movies","As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook.","United States","December 1, 2016","R"
"s7578","Movie","Neruda","Pablo Larraín","Dramas, International Movies","When a Chilean policeman vows to find and capture leftist poet Pablo Neruda, a game of cat and mouse ensues that tests both their wills.","Chile, Argentina, France, Spain, United States","June 26, 2017","R"
"s7579","Movie","Never Heard","Josh Webber","Dramas, Faith & Spirituality","As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life.","United States","February 15, 2019","TV-PG"
"s7583","Movie","Nibunan","Arun Vaidyanathan","Action & Adventure, Dramas, International Movies","With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way.","India","May 1, 2018","TV-14"
"s7584","Movie","Night Comes On","Jordana Spiro","Dramas, Independent Movies","A teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother's murder.","United States","August 27, 2020","TV-MA"
"s7585","Movie","Night Moves","Kelly Reichardt","Dramas, Independent Movies, Thrillers","A pair of young environmentalists enlist the help of an ex-military explosives expert to carry out a dangerous act of eco-terrorism.","United States","June 30, 2019","R"
"s7586","Movie","Nightcrawler","Dan Gilroy","Dramas, Independent Movies, Thrillers","A young hustler finds success trolling the streets of Los Angeles to film disasters and death. But the darkness he captures starts to take hold of him.","United States","August 10, 2020","R"
"s7588","Movie","Nights in Rodanthe","George C. Wolfe","Dramas, Romantic Movies","When a hurricane hits a coastal North Carolina inn and strands the only guest, surgeon Paul Flanner, a young woman's life changes forever.","United States, Australia","July 1, 2019","PG-13"
"s7589","TV Show","Ninja Hattori",NULL,"Anime Series, Kids' TV","Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja.","Japan","December 23, 2018","TV-Y7"
"s7590","TV Show","Ninja Turtles: The Next Mutation",NULL,"Kids' TV, TV Comedies","Everyone's favorite teenage mutants are back in live action to fight crime with help from a new ninja turtle – a female named Venus De Milo.","Canada, United States","January 1, 2016","TV-G"
"s7592","Movie","No Estoy Loca","Nicolás López","Comedies, Dramas, International Movies","A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.","Chile","May 4, 2018","TV-MA"
"s7620","Movie","November Criminals","Sacha Gervasi","Dramas, Thrillers","Dissatisfied with the police’s progress, a teen and his best friend investigate their classmate's murder, treading down a dark path to the uneasy truth.","United States","July 3, 2020","PG-13"
"s7621","Movie","Now and Then","Lesli Linka Glatter","Dramas","Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970.","United States","August 2, 2019","PG-13"
"s7623","Movie","Nowhere Boy","Sam Taylor-Johnson","Dramas","Raised by his aunt since he was a young boy, charismatic John Lennon is suddenly reunited with his mother, Julia, which ignites a bitter battle.","United Kingdom, Canada","April 14, 2018","R"
"s7631","Movie","Nymphomaniac: Volume 1","Lars von Trier","Dramas, Independent Movies, International Movies","A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.","Denmark, Germany, Belgium, United Kingdom, France","January 1, 2018","NR"
"s7632","Movie","Nymphomaniac: Volume II","Lars von Trier","Dramas, Independent Movies, International Movies","The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.","Denmark, Germany, Belgium, United Kingdom, France, Sweden","August 25, 2018","TV-MA"
"s7635","Movie","Obvious Child","Gillian Robespierre","Comedies, Dramas, Independent Movies","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant.","United States","July 19, 2018","R"
"s7647","TV Show","Oh No! It's an Alien Invasion",NULL,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Nate and his Super Wicked Extreme Emergency Team –  S.W.E.E.T. – take on alien invaders who have captured all the world's grownups.","Canada"," May 31, 2015","TV-Y7-FV"
"s7650","TV Show","Ollie & Moon",NULL,"Kids' TV","Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.","France","March 28, 2018","TV-Y"
"s7654","Movie","Onaatah","Pradip Kurbah","Dramas, International Movies","Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose.","India","May 1, 2018","TV-14"
"s7659","Movie","Once Upon a Time in London","Simon Rumley","Dramas, International Movies","Organized crime came to London in the 1930s, ushering in three decades ruled by two legendary gangsters whose legacy outlived their reign.","United Kingdom","April 15, 2020","TV-MA"
"s7661","Movie","One Day","Banjong Pisanthanakun","Dramas, International Movies, Romantic Movies","When his colleague (and crush) temporarily loses her memory, an overlooked geek seizes the chance to make an impression before she remembers again.","Thailand","September 5, 2018","TV-PG"
"s7664","Movie","One Last Thing","Tim Rouhana","Dramas","After 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.","United States","August 25, 2019","TV-MA"
"s7666","Movie","One Night Stand","Jasmine D'Souza","Dramas, International Movies, Music & Musicals","An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.","India","October 15, 2017","TV-MA"
"s7671","Movie","Operation Chromite","John H. Lee","Action & Adventure, Dramas, International Movies","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.","South Korea","January 15, 2018","NR"
"s7675","TV Show","Operation Ouch!",NULL,"British TV Shows, Kids' TV, TV Comedies","Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.","United Kingdom","August 1, 2020","TV-PG"
"s7678","Movie","Operator","Logan Kibens","Comedies, Dramas, Independent Movies","When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her.","United States","February 16, 2017","TV-MA"
"s7681","Movie","Oru Vishsheshapetta Biryani Kissa","Kiran Narayanan","Comedies, Dramas, International Movies","When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges.","India","August 1, 2018","TV-14"
"s7682","Movie","OtherLife","Ben C. Lucas","Dramas, Independent Movies, International Movies","After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.","Australia, United Arab Emirates","October 15, 2017","TV-MA"
"s7683","Movie","Ottaal","Jayaraj Rajasekharan Nair","Dramas, International Movies","Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails.","India","March 15, 2017","TV-PG"
"s7686","Movie","Our Shining Days",NULL,"Comedies, Dramas, International Movies","In a battle of the bands, a percussions student and her musical kindred spirits set out to prove the merits of Chinese folk against the Western canon.","China","July 1, 2018","TV-PG"
"s7690","TV Show","P. King Duckling",NULL,"Kids' TV, TV Comedies","P. King, the daring but hapless duck, teams up with best buddies Wombat and Chumpkins to find wacky and wild ways to solve their problems.","United States","November 7, 2017","TV-Y"
"s7691","Movie","P.S. I Love You","Richard LaGravenese","Dramas, Romantic Movies","When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.","United States","April 1, 2019","PG-13"
"s7692","Movie","Paathi","Chandran Narikode","Dramas, International Movies","A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.","India","July 1, 2018","TV-14"
"s7696","Movie","Paid in Full","Charles Stone III","Action & Adventure, Dramas","This fictionalized account of three real-life notorious Harlem drug dealers is told in flashbacks as they plunge into the world of hustling.","United States","November 1, 2019","R"
"s7697","Movie","Paint It Black","Amber Tamblyn","Dramas","In the wake of a young artist’s suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame.","United States","February 1, 2018","R"
"s7698","Movie","Painted Faces","Alex Law","Dramas, International Movies","In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars.","Hong Kong","August 16, 2018","TV-PG"
"s7699","TV Show","Pajanimals",NULL,"Kids' TV","From the comfort of their bedroom, the Pajanimals puppets explore a larger world through imaginary adventures, accompanied by friendships and songs.","United States","March 31, 2020","TV-Y"
"s7701","Movie","Palm Trees in the Snow","Fernando González Molina","Dramas, International Movies, Romantic Movies","Finding a tantalizing clue in an old letter, a young woman journeys to her family's tropical plantation to uncover generations of secrets.","Spain","May 1, 2016","TV-MA"
"s7703","Movie","Papa the Great","Bhagyaraj","Comedies, Dramas, International Movies","After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster.","India","December 8, 2017","TV-PG"
"s7704","Movie","Paper Year","Rebecca Addelman","Dramas, Independent Movies, Romantic Movies","A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.","Canada","April 20, 2019","TV-MA"
"s7707","Movie","Pardes","Subhash Ghai","Dramas, International Movies, Romantic Movies","Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.","India","March 1, 2018","TV-14"
"s7708","Movie","Pareeth Pandaari","Gafoor Y. Elliyaas","Dramas, Independent Movies, International Movies","As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.","India","July 1, 2018","TV-PG"
"s7713","Movie","Patiala House","Nikhil Advani","Dramas, International Movies, Sports Movies","A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.","India","October 22, 2017","TV-PG"
"s7718","Movie","Paulettante Veedu","Dileep Narayanan","Dramas, International Movies","A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter.","India","July 1, 2018","TV-14"
"s7722","TV Show","Pee-wee's Playhouse",NULL,"Classic & Cult TV, Kids' TV, TV Comedies","Pee-wee Herman brings his stage show to the masses with this innovative live-action kids series that invites viewers into his quirky, childlike world.","United States"," December 18, 2014","TV-PG"
"s7724","Movie","Pekak","Mohd Khairul Azri Bin Md Noor","Dramas, International Movies","Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants.","Malaysia","August 25, 2017","TV-MA"
"s7727","Movie","People You May Know","J.C. Falcón","Dramas, LGBTQ Movies","The lives of several friends are thrown into chaos when a woman becomes pregnant by her husband's gay best friend after a drunken one-night stand.","United States, Spain","February 28, 2017","TV-MA"
"s7731","Movie","Personal Shopper","Olivier Assayas","Dramas, International Movies, Thrillers","A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home.","France, Germany, Czech Republic, Belgium","February 1, 2019","R"
"s7734","Movie","Phamous","Karan Lalit Butani","Dramas, International Movies, Thrillers","India's highlands descend into bullet-riddled mayhem as the longtime rivalries and ruthless revenge missions among four men come to a head.",NULL,"December 31, 2019","TV-MA"
"s7735","Movie","Phantom Boy","Jean-Loup Felicioli, Alain Gagnol","Action & Adventure, Dramas, International Movies","A boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who's terrorizing New York City.","France, Belgium","October 1, 2017","PG"
"s7736","Movie","Philadelphia","Jonathan Demme","Classic Movies, Dramas, LGBTQ Movies","Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.","United States","July 1, 2019","PG-13"
"s7740","Movie","Phullu","Abhishek Saxena","Dramas, Independent Movies, International Movies","Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins.","India","December 31, 2019","TV-14"
"s7743","Movie","Pimpal","Gajendra Ahire","Dramas, Independent Movies, International Movies","As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business.","India","November 15, 2018","TV-PG"
"s7745","Movie","Pitaah","Mahesh Manjrekar","Dramas, International Movies, Music & Musicals","Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape.","India","March 1, 2018","TV-MA"
"s7746","Movie","Pizza, birra, faso","Israel Adrián Caetano, Bruno Stagnaro","Dramas, International Movies","A group of hardscrabble young thieves in Argentina decide to leave their boss and plan heists on their own.","Argentina","March 15, 2018","TV-MA"
"s7747","Movie","Plaire, aimer et courir vite","Christophe Honoré","Dramas, Independent Movies, International Movies","When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days.","France","July 13, 2019","TV-MA"
"s7751","Movie","Planetarium","Rebecca Zlotowski","Dramas, International Movies","In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker.","France, Belgium","January 1, 2018","TV-MA"
"s7752","Movie","Platoon","Oliver Stone","Action & Adventure, Classic Movies, Dramas","A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.","United States, United Kingdom","November 1, 2020","R"
"s7753","Movie","Playing for Time","Daniel Mann, Joseph Sargent","Dramas","Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.","United States","December 1, 2017","TV-14"
"s7758","Movie","Porto","Gabe Klinger","Dramas, Independent Movies, Romantic Movies","In a coastal Portuguese city, an erotic encounter ensues between an American expat and a French student, resonating through their lives years later.","Portugal, France, Poland, United States","April 16, 2018","TV-MA"
"s7759","Movie","Postcards from London","Steve McLean","Dramas, Independent Movies, LGBTQ Movies","After being recruited to be a raconteur in London, a handsome teenager discovers he suffers from a rare condition where he faints upon seeing fine art.","United Kingdom","February 19, 2019","TV-MA"
"s7761","TV Show","Power Battle Watch Car",NULL,"Kids' TV, Korean TV Shows","Jino and his Watch Car, Bluewill, compete in the Battle League to become world champions. Meanwhile, a dark force threatens to destroy them all.",NULL,"June 1, 2017","TV-Y7"
"s7762","TV Show","Power Rangers Dino Charge",NULL,"Kids' TV","In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them.","United States","December 2, 2015","TV-Y7"
"s7763","TV Show","Power Rangers Dino Super Charge",NULL,"Kids' TV","Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.",NULL,"October 15, 2016","TV-Y7"
"s7764","TV Show","Power Rangers Dino Thunder",NULL,"Kids' TV","Dr. Tommy Oliver returns when his students discover the Dino Gems that morph them into the Dino Power Rangers, enabling them to stop the evil Mesogog.","United States","January 1, 2016","TV-Y7"
"s7765","TV Show","Power Rangers in Space",NULL,"Kids' TV","With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.","United States, France, Japan","January 1, 2016","TV-Y7"
"s7766","TV Show","Power Rangers Jungle Fury",NULL,"Kids' TV","The Power Rangers travel to California in search of their new master and find him running a pizza parlor – so they join the staff to be trained.","United States","January 1, 2016","TV-Y7"
"s7767","TV Show","Power Rangers Lightspeed Rescue",NULL,"Kids' TV","As demons rumble from their graves beneath Mariner Bay, a government organization called Lightspeed recruits five civilians to defend the city.","France, Japan, United States","January 1, 2016","TV-Y7"
"s7768","TV Show","Power Rangers Lost Galaxy",NULL,"Kids' TV","Five teenagers, transformed by the mystical powers of the Quasar Sabers into the Galaxy Power Rangers, battle the evil Scorpius and Captain Mutiny.","United States, France, Japan","January 1, 2016","TV-Y7"
"s7769","TV Show","Power Rangers Mystic Force",NULL,"Kids' TV","When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind.","United States","January 1, 2016","TV-Y7"
"s7770","TV Show","Power Rangers Ninja Storm",NULL,"Kids' TV","When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back.","United States, New Zealand","January 1, 2016","TV-Y7"
"s7771","TV Show","Power Rangers Operation Overdrive",NULL,"Kids' TV","To keep powerful jewels from falling into the hands of two wicked brothers, five young Power Rangers set out on a dangerous global adventure.","United States, New Zealand, Japan","January 1, 2016","TV-Y7"
"s7772","TV Show","Power Rangers RPM",NULL,"Kids' TV","The Power Rangers' new member, Dillon, isn't sure he wants to be on the team until he has a dream that sets the Rangers into action.","United States","January 1, 2016","TV-Y7"
"s7773","TV Show","Power Rangers S.P.D.",NULL,"Kids' TV","When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world.","United States, New Zealand","January 1, 2016","TV-Y7"
"s7774","TV Show","Power Rangers Samurai",NULL,"Kids' TV","A new generation of Power Rangers must master the Symbols of Samurai Power, which give them control over the Earth's elements to battle dark forces.","United States","January 1, 2016","TV-Y7"
"s7778","TV Show","Power Rangers Super Megaforce",NULL,"Kids' TV","Armed with a key that allows them to morph into any team of Legendary Rangers from the past, the Super Megaforce Rangers fight ruthless Prince Vekar.",NULL,"January 1, 2016","TV-Y7"
"s7780","TV Show","Power Rangers Super Samurai",NULL,"Kids' TV","The Samurai Power Rangers continue their battle against the evil Master Xandred, who has now joined forces with the malevolent Serrator.",NULL,"January 1, 2016","TV-Y7"
"s7783","TV Show","Power Rangers Time Force",NULL,"Kids' TV","The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter.","United States","January 1, 2016","TV-Y7"
"s7784","TV Show","Power Rangers Turbo",NULL,"Kids' TV","The Rangers use high-tech battle cars to take on Queen Divatox and her Divazords, who mount an attack on the Rangers' beloved Angel Grove.","United States, France, Japan","January 1, 2016","TV-Y7"
"s7785","TV Show","Power Rangers Wild Force",NULL,"Kids' TV","Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.","United States, Netherlands, Japan, France","January 1, 2016","TV-Y7"
"s7786","TV Show","Power Rangers Zeo",NULL,"Kids' TV","This Mighty Morphin Power Rangers spinoff finds Tommy and the gang battling new enemies, using abilities acquired from the Zeo Crystal.","United States, France, Japan","January 1, 2016","TV-Y7"
"s7787","TV Show","Power Rangers: Megaforce",NULL,"Kids' TV","When Earth is threatened by a massive alien invasion, the planet's supernatural guardian calls upon five teenagers to form the ultimate defense team.","United States","January 1, 2016","TV-Y7"
"s7790","Movie","Prague","Ashish R. Shukla","Dramas, Independent Movies, International Movies","The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.","India, Switzerland","December 1, 2017","TV-MA"
"s7794","Movie","Primal Fear","Gregory Hoblit","Dramas, Thrillers","When a blood-spattered altar boy is found running from a murder scene, his conviction seems certain – but his attorney is determined to win the case.","United States","December 1, 2019","R"
"s7796","TV Show","Prince Jai Aur Dumdaar Viru","Bhavik Thakore","Kids' TV, TV Comedies","A prince and a commoner who are best friends keep having to thwart the plots of the prince's scheming, ambitious minister.",NULL,"October 18, 2020","TV-Y"
"s7797","Movie","Princess Cyd","Stephen Cone","Dramas, Independent Movies, LGBTQ Movies","A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.","United States","February 5, 2018","TV-MA"
"s7802","Movie","Pukar","Rajkumar Santoshi","Action & Adventure, Dramas, International Movies","A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.","India","March 1, 2018","TV-14"
"s7803","Movie","Pulp Fiction","Quentin Tarantino","Classic Movies, Cult Movies, Dramas","This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer.","United States","January 1, 2019","R"
"s7804","Movie","Punjab 1984","Anurag Singh","Dramas, International Movies","During a time of political turmoil, a mother goes on a journey in search of her missing son, who has been misjudged and labeled a terrorist.","Canada, India","November 1, 2017","TV-14"
"s7806","Movie","Pyaar Ka Punchnama","Luv Ranjan","Comedies, Dramas, International Movies","Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.","India","May 1, 2017","TV-14"
"s7812","Movie","Queen of the Desert","Werner Herzog","Dramas","Driven beyond the bounds of convention, adventurer Gertrude Bell leaves turn-of-the-century Britain behind for the deserts of the Middle East.","United States, Morocco","April 6, 2019","PG-13"
"s7818","Movie","Rachel Getting Married","Jonathan Demme","Dramas, Independent Movies","Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.","United States","September 1, 2019","R"
"s7820","Movie","Radiopetti","Hari Viswanath","Dramas, International Movies","An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood.","India","January 1, 2017","TV-PG"
"s7821","Movie","Raging Bull","Martin Scorsese","Classic Movies, Dramas, Sports Movies","This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons.","United States","October 1, 2019","R"
"s7822","Movie","Rahasya","Manish Gupta","Dramas, International Movies","The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies.","India","March 1, 2018","TV-14"
"s7825","Movie","Raja Hindustani","Dharmesh Darshan","Dramas, International Movies, Romantic Movies","When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities.","India","May 1, 2017","TV-14"
"s7826","Movie","Rajnigandha","Basu Chatterjee","Comedies, Dramas, Independent Movies","A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings.","India","December 31, 2019","TV-PG"
"s7828","Movie","Ram Teri Ganga Maili","Raj Kapoor","Classic Movies, Dramas, International Movies","Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way.","India","December 31, 2019","TV-14"
"s7830","Movie","Ramen Shop","Eric Khoo","Dramas, International Movies","Ramen chef Masato travels to Singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.","Singapore, Japan, France","July 31, 2019","TV-PG"
"s7831","Movie","Ramji Londonwaley","Sanjay Dayma","Comedies, Dramas, International Movies","A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour.","India","December 31, 2019","TV-14"
"s7834","Movie","Rangreza","Amir Mohiuddin","Dramas, International Movies, Music & Musicals","A high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved.","Pakistan","August 1, 2018","TV-14"
"s7837","Movie","Reaction","Husam El-Gohari","Dramas, International Movies","When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all.","Egypt","June 20, 2019","TV-14"
"s7840","Movie","Rebel Without a Cause","Nicholas Ray","Classic Movies, Dramas","When Jim Stark arrives in a new town with his troubled past firmly in tow, he quickly falls for the girl next door and befriends the vulnerable Plato.","United States","November 1, 2019","PG-13"
"s7842","Movie","Recall","Michael James Regan","Dramas","Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale.","Canada","June 25, 2019","TV-MA"
"s7846","Movie","Red Oleanders Raktokarobi","Amitava Bhattacharya","Dramas, International Movies","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives.","India","September 15, 2018","TV-14"
"s7850","Movie","Regatta","Mohamed Samy","Action & Adventure, Dramas, International Movies","Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.","Egypt","May 9, 2019","TV-MA"
"s7854","Movie","Remember","Atom Egoyan","Action & Adventure, Dramas","Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz.","Canada, Mexico, Germany, South Africa","July 26, 2018","R"
"s7855","Movie","Remember Me","Allen Coulter","Dramas, Romantic Movies","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain.","United States","August 1, 2020","PG-13"
"s7856","Movie","Rememory","Mark Palansky","Dramas, Sci-Fi & Fantasy","A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers.","United Kingdom, United States, Canada","June 1, 2020","PG-13"
"s7862","Movie","Revelations","Vijay Jayapal","Dramas, International Movies","After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage.","India","March 1, 2017","NR"
"s7864","Movie","Revenge of the Green Dragons","Andrew Lau Wai-Keung, Andrew Loo","Action & Adventure, Dramas, Independent Movies","In gritty 1980s New York, two Chinese immigrant boys rise through the ranks of the infamous Green Dragons gang, where they're trained to kill.","Hong Kong, United States","July 21, 2018","R"
"s7865","TV Show","Revolting Rhymes","Jani Lachauer, Jakob Schuh","British TV Shows, Kids' TV","Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.","United Kingdom","February 1, 2018","TV-PG"
"s7866","Movie","Revolutionary Road","Sam Mendes","Dramas, Romantic Movies","April and Frank's marriage unravels when a plan to change their perfect lives becomes their last hope to escape lives engulfed in emptiness.","United States, United Kingdom","November 1, 2019","R"
"s7867","Movie","Rezeta","Fernando Frías De La Parra","Dramas, Independent Movies, International Movies","Gorgeous and free-spirited Albanian model Rezeta arrives in Mexico City, and soon uses her charms to take up a carefree new life in the metropolis.","Mexico","December 3, 2016","NR"
"s7869","Movie","Righteous Kill","Jon Avnet","Dramas, Thrillers","Two detectives investigate a rash of vigilante killings linked to an old case, suggesting they might have put an innocent man behind bars.","United States","June 1, 2019","R"
"s7870","Movie","Ringan","Makarand Mane","Dramas, International Movies","Desperate to save his land, an indebted farmer journeys to Pandharpur to seek divine blessing with his small son, who searches for his mother.","India","May 1, 2018","TV-14"
"s7874","Movie","Rivaaz","Ashok Nanda","Dramas, Independent Movies, International Movies","In a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders.","India","November 1, 2017","TV-MA"
"s7875","Movie","Road to Sangam","Amit Rai","Dramas, Independent Movies, International Movies","As communal violence erupts in his neighborhood, a Muslim mechanic presses forward to repair a historic truck that will transport Gandhi’s last remains.","India","December 31, 2019","TV-14"
